Age,Age_Group,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating,Income_K,Loan_Amount_K,Assets_Value_K,Debt_to_Income_Bin
61,>50,Male,High School,Widowed,96325.0,738.0,,Home,Self-employed,7,Good,0.561274447010497,24262.0,1.0,East Michael,OH,Uzbekistan,1.0,0,Low,96.325,,24.262,
30,21-30,Female,PhD,Widowed,113332.0,,17904.0,Auto,Employed,6,Fair,0.330237144397624,276479.0,3.0,Dawnside,MO,Norway,,2,Low,113.332,17.904,276.479,0.3-0.4
52,>50,Female,PhD,Married,37801.0,716.0,,Personal,Employed,17,Poor,0.131943733147463,34540.0,,Smithburgh,PR,Hungary,,0,Medium,37.801,,34.54,0.1-0.2
65,>50,Male,High School,Married,119011.0,773.0,,Personal,Self-employed,14,Good,0.370922494918385,100967.0,2.0,Lake Christopher,PA,Cyprus,0.0,2,High,119.011,,100.967,0.3-0.4
66,>50,Female,PhD,Widowed,62889.0,756.0,38447.0,Auto,Unemployed,19,Fair,0.497303821443565,,3.0,Stewartton,MS,Grenada,0.0,1,Low,62.889,38.447,,0.4-0.5
69,>50,Female,Master's,Widowed,73821.0,675.0,39326.0,Home,Unemployed,10,Fair,0.46318919040141,125141.0,2.0,Lake Juliestad,OH,New Caledonia,0.0,0,Medium,73.821,39.326,125.141,0.4-0.5
35,31-40,Non-binary,PhD,Single,51174.0,737.0,38405.0,Home,Employed,12,Poor,0.580145747026987,267330.0,3.0,New Willieport,VT,Kiribati,4.0,1,High,51.174,38.405,267.33,
68,>50,Female,PhD,Widowed,95446.0,655.0,27381.0,Auto,Employed,5,Good,0.299061111018703,168007.0,1.0,Melanieshire,HI,Netherlands Antilles,4.0,2,Low,95.446,27.381,168.007,0.2-0.3
56,>50,Male,High School,Married,29428.0,728.0,,Business,Unemployed,1,Fair,0.45396123004564,176521.0,,New Sandrachester,NY,Bosnia and Herzegovina,0.0,1,Low,29.428,,176.521,0.4-0.5
49,41-50,Female,PhD,Single,42159.0,,11345.0,Business,Unemployed,6,Good,0.131965620646335,282354.0,3.0,Lake Lawrenceland,NE,Georgia,3.0,0,Medium,42.159,11.345,282.354,0.1-0.2
29,21-30,Female,PhD,Divorced,93937.0,705.0,,Personal,Employed,14,Good,0.479594844416158,50998.0,3.0,Nicholaston,MA,Albania,0.0,2,Low,93.937,,50.998,0.4-0.5
36,31-40,Female,PhD,Divorced,84558.0,622.0,21918.0,Personal,Unemployed,8,Good,0.228670818520397,132884.0,1.0,Rogersmouth,MO,Somalia,4.0,0,Low,84.558,21.918,132.884,0.2-0.3
30,21-30,Female,Bachelor's,Divorced,62981.0,704.0,30209.0,Home,Unemployed,5,Good,0.469413112118905,196412.0,3.0,North Kelli,ID,Latvia,,2,Medium,62.981,30.209,196.412,0.4-0.5
56,>50,Non-binary,Master's,Divorced,23531.0,,,Personal,Self-employed,5,Good,0.259521259269791,140302.0,,Benjaminside,OR,South Georgia and the South Sandwich Islands,0.0,2,Low,23.531,,140.302,0.2-0.3
21,21-30,Male,Master's,Widowed,86481.0,701.0,,Personal,Employed,2,Good,0.583820059837903,224877.0,1.0,North Gary,FM,Ecuador,1.0,1,Medium,86.481,,224.877,
68,>50,Female,Master's,Single,74921.0,748.0,44248.0,Business,Self-employed,8,Good,0.446157111848651,121144.0,0.0,West Erika,UT,Bahrain,,1,Low,74.921,44.248,121.144,0.4-0.5
65,>50,Non-binary,High School,Divorced,43202.0,714.0,5233.0,Business,Employed,0,Good,0.412318069922408,46124.0,2.0,Whitefurt,OR,Turkmenistan,3.0,2,Low,43.202,5.233,46.124,0.4-0.5
44,41-50,Female,Master's,Widowed,104117.0,675.0,15050.0,Auto,Self-employed,2,Good,0.499298824036284,,3.0,Leslieland,AR,El Salvador,4.0,0,Low,104.117,15.05,,0.4-0.5
49,41-50,Male,Bachelor's,Single,100591.0,,33477.0,Home,Unemployed,7,Good,0.315598125747155,175170.0,4.0,New Lori,FM,Senegal,1.0,2,Low,100.591,33.477,175.17,0.3-0.4
37,31-40,Female,Master's,Divorced,43459.0,799.0,14154.0,Business,Employed,4,Good,0.519257507148849,158067.0,,Pamelahaven,DC,Pakistan,3.0,2,Medium,43.459,14.154,158.067,
42,41-50,Male,High School,Widowed,103692.0,655.0,,Personal,Unemployed,13,Fair,0.410105266170597,,0.0,Ryanland,MT,Gabon,0.0,2,Low,103.692,,,0.4-0.5
65,>50,Male,Master's,Single,82126.0,,,Personal,Unemployed,8,Excellent,0.460585212437615,193728.0,0.0,West Leroyville,SD,Dominican Republic,4.0,0,Low,82.126,,193.728,0.4-0.5
40,31-40,Female,Bachelor's,Divorced,106724.0,623.0,37855.0,Personal,Employed,19,Excellent,0.411165525698493,105548.0,1.0,Zunigaview,IL,Chad,1.0,2,Low,106.724,37.855,105.548,0.4-0.5
34,31-40,Female,PhD,Married,100291.0,,10595.0,Auto,Unemployed,0,Excellent,0.580866504751546,244521.0,1.0,West Jessica,IN,Russian Federation,1.0,1,Low,100.291,10.595,244.521,
41,41-50,Male,Master's,Divorced,62443.0,629.0,,Home,Employed,16,Excellent,0.169080496039498,273610.0,,Jonathanview,WA,Cape Verde,,1,Low,62.443,,273.61,0.1-0.2
43,41-50,Female,High School,Divorced,27711.0,748.0,41441.0,Personal,Employed,0,Good,0.165132608505289,37226.0,1.0,East Angela,MN,Nepal,,2,Low,27.711,41.441,37.226,0.1-0.2
39,31-40,Female,Master's,Single,,744.0,16163.0,Personal,Self-employed,11,Fair,0.468650298163183,250111.0,2.0,Lake Marc,NY,Colombia,4.0,0,Low,,16.163,250.111,0.4-0.5
50,41-50,Non-binary,PhD,Widowed,28262.0,755.0,36543.0,Home,Employed,9,Fair,0.250324546776309,261596.0,2.0,Schmidtview,SD,Svalbard & Jan Mayen Islands,0.0,1,Low,28.262,36.543,261.596,0.2-0.3
46,41-50,Non-binary,PhD,Divorced,61521.0,682.0,24449.0,Business,Unemployed,11,Poor,0.12489077798933,213281.0,4.0,Taylorstad,AR,Saint Lucia,1.0,1,Low,61.521,24.449,213.281,0.1-0.2
34,31-40,Male,High School,Married,33510.0,633.0,34992.0,Personal,Employed,5,Good,0.301594761802832,,2.0,Davidfort,OH,Turks and Caicos Islands,4.0,1,Low,33.51,34.992,,0.3-0.4
30,21-30,Non-binary,Bachelor's,Divorced,,739.0,37474.0,Personal,Employed,10,Poor,0.463140134164627,44065.0,3.0,Port Valerieville,PW,Mauritius,,0,Low,,37.474,44.065,0.4-0.5
29,21-30,Female,Master's,Widowed,,738.0,49410.0,Auto,Self-employed,14,Poor,0.363452843235901,188847.0,,Victoriafurt,ND,Bermuda,4.0,1,High,,49.41,188.847,0.3-0.4
61,>50,Female,PhD,Widowed,21617.0,636.0,34140.0,Personal,Self-employed,18,Good,0.188425401024683,216344.0,1.0,South Christiestad,AR,Congo,2.0,1,Low,21.617,34.14,216.344,0.1-0.2
35,31-40,Female,Bachelor's,Divorced,24260.0,689.0,,Home,Employed,5,Poor,0.19473457476717,54844.0,4.0,Lake Michaelport,AR,Japan,4.0,1,Low,24.26,,54.844,0.1-0.2
47,41-50,Non-binary,Master's,Single,36689.0,743.0,10269.0,Auto,Employed,7,Fair,0.248614639097315,127982.0,2.0,Mariaport,NV,Central African Republic,4.0,0,Low,36.689,10.269,127.982,0.2-0.3
23,21-30,Female,High School,Single,100630.0,692.0,14201.0,Auto,Employed,9,Poor,0.581112481687652,190041.0,,North Jessica,WV,Saudi Arabia,0.0,1,Low,100.63,14.201,190.041,
27,21-30,Non-binary,Bachelor's,Married,60868.0,734.0,35842.0,Business,Self-employed,13,Poor,0.505357444210115,247389.0,0.0,Hallside,IN,Guam,2.0,0,Low,60.868,35.842,247.389,
22,21-30,Non-binary,PhD,Single,,735.0,9113.0,Auto,Unemployed,12,Poor,0.153516400068743,73020.0,1.0,Josephhaven,MH,Denmark,1.0,0,Low,,9.113,73.02,0.1-0.2
57,>50,Non-binary,Bachelor's,Married,111467.0,755.0,33082.0,Personal,Employed,4,Fair,0.145281663491557,237561.0,2.0,Lopezville,NM,Pakistan,4.0,0,Low,111.467,33.082,237.561,0.1-0.2
46,41-50,Female,Master's,Single,,771.0,27539.0,Auto,Self-employed,13,Good,0.510843513538406,48136.0,1.0,East Brianview,OK,Tonga,4.0,2,Low,,27.539,48.136,
68,>50,Female,Master's,Single,55169.0,760.0,37453.0,Home,Self-employed,10,Fair,0.247753555352361,,3.0,South Tonyview,UT,Haiti,1.0,1,Medium,55.169,37.453,,0.2-0.3
32,31-40,Male,Bachelor's,Single,78151.0,681.0,41609.0,Home,Self-employed,1,Poor,0.32203985865361,,2.0,Fergusonborough,TN,Kazakhstan,,1,High,78.151,41.609,,0.3-0.4
57,>50,Non-binary,Master's,Married,114022.0,691.0,31953.0,Home,Self-employed,18,Poor,0.518417979646389,108579.0,2.0,South Cynthiabury,CO,San Marino,3.0,0,Medium,114.022,31.953,108.579,
69,>50,Non-binary,High School,Single,31517.0,,40413.0,Auto,Self-employed,6,Excellent,0.260072323639493,166162.0,0.0,Hayesfort,AS,India,3.0,1,Low,31.517,40.413,166.162,0.2-0.3
49,41-50,Female,Master's,Divorced,,779.0,,Auto,Employed,19,Good,0.22650260315494,,,South Kimhaven,MS,Nigeria,2.0,2,Low,,,,0.2-0.3
59,>50,Female,High School,Married,91642.0,742.0,22218.0,Personal,Unemployed,8,Excellent,0.231851842780694,219751.0,,Gibsonburgh,MP,French Guiana,2.0,1,Low,91.642,22.218,219.751,0.2-0.3
50,41-50,Female,Master's,Single,39547.0,779.0,29132.0,Personal,Employed,4,Good,0.361713717904361,144972.0,4.0,Gutierrezfurt,VA,Tunisia,,2,Low,39.547,29.132,144.972,0.3-0.4
49,41-50,Non-binary,High School,Divorced,77320.0,,18201.0,Personal,Unemployed,11,Excellent,0.455937010199195,257069.0,0.0,Lake Laurenport,GA,Chile,1.0,2,Low,77.32,18.201,257.069,0.4-0.5
49,41-50,Non-binary,High School,Divorced,61348.0,,17415.0,Business,Self-employed,5,Excellent,0.331016922202773,103191.0,2.0,East Ashley,ND,Solomon Islands,3.0,1,Medium,61.348,17.415,103.191,0.3-0.4
45,41-50,Female,Bachelor's,Married,50339.0,640.0,22366.0,Home,Self-employed,11,Poor,0.147955481702705,234501.0,4.0,Victoriachester,WY,Croatia,4.0,0,Medium,50.339,22.366,234.501,0.1-0.2
47,41-50,Non-binary,PhD,Single,108636.0,767.0,19418.0,Business,Employed,7,Fair,0.281705853547218,162558.0,2.0,Normachester,NE,Turkmenistan,4.0,2,Low,108.636,19.418,162.558,0.2-0.3
33,31-40,Male,Bachelor's,Widowed,84038.0,,25645.0,Auto,Self-employed,7,Good,0.116002690843619,240562.0,4.0,Ianmouth,OK,Myanmar,4.0,1,Medium,84.038,25.645,240.562,0.1-0.2
25,21-30,Male,Master's,Married,81265.0,615.0,,Home,Unemployed,11,Excellent,0.131981651274136,39235.0,1.0,Port Bradleyfurt,MS,Montserrat,1.0,1,Medium,81.265,,39.235,0.1-0.2
40,31-40,Male,Master's,Single,117556.0,637.0,38345.0,Business,Self-employed,15,Fair,0.117283181080093,262617.0,3.0,Nathanburgh,ME,Papua New Guinea,4.0,0,Low,117.556,38.345,262.617,0.1-0.2
59,>50,Female,Bachelor's,Divorced,94874.0,694.0,5656.0,Home,Self-employed,3,Fair,0.389504361919928,157035.0,0.0,Mirandaborough,AR,United States Minor Outlying Islands,2.0,2,Low,94.874,5.656,157.035,0.3-0.4
45,41-50,Female,High School,Divorced,117520.0,636.0,47405.0,Auto,Employed,1,Excellent,0.207057945463357,168813.0,2.0,Timothymouth,IN,Barbados,1.0,0,Low,117.52,47.405,168.813,0.2-0.3
19,<20,Female,Master's,Single,81292.0,717.0,20747.0,Auto,Employed,18,Excellent,0.29016644196573,289919.0,,Robertsonburgh,PA,Barbados,2.0,1,Low,81.292,20.747,289.919,0.2-0.3
54,>50,Male,Bachelor's,Single,32943.0,,44199.0,Business,Unemployed,1,Poor,0.361164919086094,,0.0,New Robin,NM,Bolivia,2.0,2,Low,32.943,44.199,,0.3-0.4
48,41-50,Non-binary,High School,Widowed,88285.0,669.0,40252.0,Home,Unemployed,12,Poor,0.145934636322641,278719.0,4.0,Port Johnmouth,NM,Guatemala,4.0,2,Low,88.285,40.252,278.719,0.1-0.2
44,41-50,Male,PhD,Married,56282.0,680.0,46392.0,Home,Unemployed,17,Good,0.18439386383209,94527.0,4.0,Port Samantha,WA,Bangladesh,0.0,0,Medium,56.282,46.392,94.527,0.1-0.2
40,31-40,Non-binary,High School,Widowed,35389.0,683.0,47018.0,Personal,Employed,2,Poor,0.122570189107007,135857.0,1.0,Johnburgh,IL,Guam,4.0,2,Low,35.389,47.018,135.857,0.1-0.2
63,>50,Female,Master's,Divorced,54510.0,639.0,45442.0,Business,Unemployed,19,Poor,0.266007475019224,80302.0,2.0,Lake Sarah,MD,Niger,2.0,0,Low,54.51,45.442,80.302,0.2-0.3
35,31-40,Non-binary,High School,Married,111626.0,637.0,,Home,Self-employed,4,Excellent,0.364866739801744,27252.0,2.0,New Maria,MP,Guyana,1.0,1,Low,111.626,,27.252,0.3-0.4
52,>50,Non-binary,High School,Single,35819.0,768.0,22031.0,Auto,Self-employed,19,Fair,0.480727665601736,244986.0,4.0,Gouldview,UT,Burkina Faso,2.0,2,Low,35.819,22.031,244.986,0.4-0.5
18,<20,Non-binary,Bachelor's,Single,61644.0,722.0,,Home,Employed,6,Fair,0.326781254387344,132122.0,,Huntton,WY,Estonia,2.0,0,Medium,61.644,,132.122,0.3-0.4
41,41-50,Female,PhD,Widowed,84600.0,700.0,13890.0,Personal,Self-employed,1,Excellent,0.347628559708887,88210.0,,Matthewmouth,PA,Russian Federation,3.0,1,Low,84.6,13.89,88.21,0.3-0.4
62,>50,Female,Bachelor's,Divorced,63202.0,742.0,43514.0,Home,Self-employed,8,Fair,0.573598851372969,173524.0,4.0,Gutierreztown,KY,French Guiana,,0,Low,63.202,43.514,173.524,
61,>50,Non-binary,Master's,Divorced,22669.0,795.0,10236.0,Business,Unemployed,0,Fair,0.366254122779727,,1.0,New Yesenia,MP,Greece,,1,Low,22.669,10.236,,0.3-0.4
69,>50,Male,Bachelor's,Married,118906.0,651.0,11788.0,Home,Unemployed,11,Excellent,0.365897691033376,222253.0,0.0,Markbury,WY,Marshall Islands,,1,Medium,118.906,11.788,222.253,0.3-0.4
40,31-40,Male,Bachelor's,Single,106411.0,643.0,,Home,Employed,3,Good,0.20088231029705,163296.0,3.0,Jessechester,AR,Bhutan,1.0,1,Medium,106.411,,163.296,0.2-0.3
26,21-30,Male,High School,Divorced,,636.0,47026.0,Home,Self-employed,19,Excellent,0.481512072539597,62193.0,0.0,Johnnybury,SC,Samoa,3.0,2,Medium,,47.026,62.193,0.4-0.5
58,>50,Male,High School,Married,44992.0,602.0,6377.0,Auto,Employed,12,Good,0.210513387726008,134748.0,2.0,Davidshire,DE,Azerbaijan,4.0,1,Low,44.992,6.377,134.748,0.2-0.3
22,21-30,Non-binary,PhD,Single,38413.0,710.0,,Home,Self-employed,15,Excellent,0.438459426357339,258953.0,,New Roy,MA,Taiwan,4.0,0,Low,38.413,,258.953,0.4-0.5
68,>50,Male,PhD,Single,80062.0,757.0,19873.0,Business,Unemployed,11,Good,0.166229568703905,244674.0,4.0,South Rebecca,WY,Mayotte,0.0,2,Low,80.062,19.873,244.674,0.1-0.2
33,31-40,Male,High School,Widowed,30913.0,,11462.0,Personal,Self-employed,19,Good,0.222045273562811,194214.0,2.0,East Lisamouth,NV,Guadeloupe,0.0,1,Low,30.913,11.462,194.214,0.2-0.3
20,<20,Female,Master's,Divorced,28922.0,,13031.0,Personal,Unemployed,13,Excellent,0.552120894075139,46839.0,0.0,Lake Aprilville,ND,Ukraine,0.0,1,Medium,28.922,13.031,46.839,
59,>50,Male,PhD,Widowed,119142.0,781.0,,Personal,Unemployed,4,Poor,0.266576872578727,60789.0,0.0,East Michele,WV,Canada,4.0,1,Low,119.142,,60.789,0.2-0.3
56,>50,Male,High School,Single,65511.0,756.0,36853.0,Business,Employed,5,Fair,0.554361414452945,139516.0,2.0,Lake Ericashire,DC,Saint Helena,,2,Low,65.511,36.853,139.516,
57,>50,Female,High School,Widowed,103557.0,651.0,45236.0,Business,Unemployed,13,Excellent,0.405441879549958,210178.0,3.0,Bryanview,RI,Mauritania,4.0,0,Low,103.557,45.236,210.178,0.4-0.5
41,41-50,Male,Master's,Divorced,36120.0,717.0,7603.0,Business,Self-employed,1,Excellent,0.349087502945664,118470.0,3.0,Joycefort,KS,Ecuador,4.0,2,Low,36.12,7.603,118.47,0.3-0.4
29,21-30,Non-binary,High School,Divorced,105488.0,,16994.0,Personal,Employed,17,Good,0.419120545292115,228662.0,3.0,Hammondchester,VT,Venezuela,1.0,1,Low,105.488,16.994,228.662,0.4-0.5
66,>50,Male,Master's,Single,,711.0,41484.0,Auto,Self-employed,14,Good,0.198124992392333,,4.0,South Curtis,MP,Myanmar,2.0,0,Low,,41.484,,0.1-0.2
47,41-50,Male,Master's,Single,118770.0,791.0,30429.0,Home,Self-employed,10,Fair,0.304327642227707,117670.0,,Shawnfort,IA,Micronesia,3.0,2,Medium,118.77,30.429,117.67,0.3-0.4
45,41-50,Male,Bachelor's,Single,80503.0,707.0,46280.0,Auto,Employed,8,Poor,0.49981938878676,80930.0,4.0,Faulknerberg,IL,Malaysia,2.0,2,High,80.503,46.28,80.93,0.4-0.5
48,41-50,Female,High School,Widowed,89909.0,,11080.0,Business,Unemployed,12,Good,0.147779971875293,92513.0,2.0,East Michealmouth,VT,Anguilla,4.0,2,Low,89.909,11.08,92.513,0.1-0.2
40,31-40,Female,High School,Divorced,20975.0,689.0,38601.0,Auto,Unemployed,9,Good,0.392382315475529,61744.0,4.0,Myerstown,WV,Equatorial Guinea,2.0,0,Medium,20.975,38.601,61.744,0.3-0.4
19,<20,Female,High School,Single,55800.0,616.0,30423.0,Home,Employed,9,Good,0.135840754170164,237363.0,1.0,South Cassandra,AZ,Bahrain,0.0,1,Low,55.8,30.423,237.363,0.1-0.2
63,>50,Non-binary,High School,Single,,761.0,,Auto,Self-employed,2,Excellent,0.264466643938383,168159.0,2.0,North Shelbyland,HI,South Georgia and the South Sandwich Islands,0.0,0,Low,,,168.159,0.2-0.3
44,41-50,Non-binary,Bachelor's,Single,38223.0,637.0,24330.0,Business,Employed,11,Good,0.596691994382787,30736.0,4.0,Port Christopher,WA,Reunion,4.0,2,Medium,38.223,24.33,30.736,
58,>50,Non-binary,High School,Divorced,,600.0,15069.0,Auto,Employed,11,Poor,0.586506376329541,231308.0,,Johnsonbury,NY,Slovenia,2.0,0,Low,,15.069,231.308,
29,21-30,Male,High School,Widowed,107719.0,624.0,16041.0,Home,Unemployed,3,Fair,0.173782728058133,167342.0,,Karenton,DC,Congo,3.0,2,High,107.719,16.041,167.342,0.1-0.2
64,>50,Female,Bachelor's,Widowed,117069.0,618.0,39562.0,Home,Unemployed,0,Poor,0.133800700864746,29487.0,3.0,North Hannah,AK,Egypt,4.0,1,Low,117.069,39.562,29.487,0.1-0.2
67,>50,Non-binary,Master's,Divorced,72494.0,626.0,30745.0,Business,Employed,3,Excellent,0.536131706760046,116879.0,4.0,East Joshua,AR,Kazakhstan,0.0,0,Low,72.494,30.745,116.879,
61,>50,Male,High School,Single,88783.0,680.0,18999.0,Home,Self-employed,14,Good,0.540304612757794,,4.0,South Davidburgh,MS,United Arab Emirates,2.0,1,Low,88.783,18.999,,
37,31-40,Non-binary,PhD,Widowed,119251.0,687.0,15104.0,Personal,Self-employed,10,Fair,0.125587408374398,164633.0,4.0,West Belindaton,UT,Mauritania,4.0,0,Low,119.251,15.104,164.633,0.1-0.2
20,<20,Female,PhD,Single,87986.0,612.0,32980.0,Home,Self-employed,15,Fair,0.280258947439192,36442.0,3.0,Lake Melanie,VI,Bouvet Island (Bouvetoya),3.0,2,Medium,87.986,32.98,36.442,0.2-0.3
54,>50,Female,High School,Divorced,70278.0,711.0,30712.0,Auto,Unemployed,14,Fair,0.268901267647608,282689.0,3.0,South Katherine,MH,Poland,1.0,1,Low,70.278,30.712,282.689,0.2-0.3
25,21-30,Female,Master's,Widowed,34482.0,754.0,49079.0,Auto,Unemployed,7,Fair,0.367318376766534,32526.0,3.0,Williamsbury,OR,Belgium,4.0,0,High,34.482,49.079,32.526,0.3-0.4
69,>50,Male,PhD,Divorced,57555.0,,43848.0,Home,Unemployed,8,Excellent,0.593150088472369,284821.0,1.0,New Emily,MT,Liberia,3.0,0,Low,57.555,43.848,284.821,
68,>50,Female,Bachelor's,Single,,723.0,31006.0,Personal,Self-employed,10,Poor,0.214673329556507,146123.0,4.0,North Dennisland,AZ,Central African Republic,,2,Low,,31.006,146.123,0.2-0.3
32,31-40,Non-binary,Bachelor's,Divorced,28916.0,707.0,35641.0,Home,Unemployed,15,Poor,0.332504662897831,125751.0,0.0,Thomasmouth,ID,Bangladesh,4.0,1,Low,28.916,35.641,125.751,0.3-0.4
46,41-50,Non-binary,PhD,Divorced,,,23445.0,Auto,Employed,10,Fair,0.462276808920511,159054.0,4.0,Lake Betty,VT,French Polynesia,1.0,2,Low,,23.445,159.054,0.4-0.5
21,21-30,Non-binary,PhD,Widowed,62485.0,,,Home,Unemployed,3,Good,0.577266864654835,72273.0,3.0,Baileyview,VT,Zimbabwe,1.0,0,Low,62.485,,72.273,
27,21-30,Non-binary,Bachelor's,Single,104814.0,673.0,21304.0,Auto,Self-employed,19,Poor,0.283459661241785,47126.0,,Port Dorothyshire,WI,Saint Pierre and Miquelon,2.0,2,Low,104.814,21.304,47.126,0.2-0.3
18,<20,Non-binary,Master's,Married,101443.0,785.0,,Personal,Self-employed,7,Excellent,0.171109827214198,226373.0,4.0,New Robert,LA,Greenland,4.0,1,Low,101.443,,226.373,0.1-0.2
22,21-30,Female,High School,Widowed,117977.0,658.0,27607.0,Business,Unemployed,3,Excellent,0.534967879639212,191282.0,1.0,Charlesview,IL,Norway,1.0,0,Medium,117.977,27.607,191.282,
52,>50,Male,High School,Divorced,,635.0,9123.0,Auto,Employed,16,Good,0.354065296876456,192859.0,4.0,Martinezside,OK,Korea,2.0,1,Low,,9.123,192.859,0.3-0.4
31,31-40,Female,Bachelor's,Divorced,68266.0,627.0,11452.0,Personal,Employed,18,Poor,0.482653775121351,,0.0,Crystalfort,MH,New Zealand,1.0,2,Medium,68.266,11.452,,0.4-0.5
47,41-50,Female,Master's,Widowed,115424.0,,,Home,Unemployed,19,Good,0.406997568447976,89656.0,4.0,North Brendaberg,DE,Bouvet Island (Bouvetoya),0.0,0,Low,115.424,,89.656,0.4-0.5
34,31-40,Female,PhD,Married,39423.0,759.0,40517.0,Home,Employed,4,Good,0.472039052632081,177051.0,3.0,Willisberg,OK,Finland,4.0,0,Low,39.423,40.517,177.051,0.4-0.5
45,41-50,Non-binary,Bachelor's,Single,48288.0,,49732.0,Home,Self-employed,2,Fair,0.125066333359172,49504.0,0.0,New Hayley,GU,Sao Tome and Principe,2.0,2,Low,48.288,49.732,49.504,0.1-0.2
47,41-50,Non-binary,PhD,Married,73149.0,785.0,19125.0,Personal,Unemployed,19,Fair,0.23957220498123,168064.0,0.0,East Carlychester,LA,Malawi,0.0,1,Medium,73.149,19.125,168.064,0.2-0.3
19,<20,Non-binary,PhD,Married,118111.0,687.0,12630.0,Personal,Employed,3,Good,0.279209174104892,159829.0,3.0,New Lucas,ME,Ecuador,4.0,2,High,118.111,12.63,159.829,0.2-0.3
38,31-40,Male,Master's,Divorced,114048.0,743.0,45727.0,Auto,Unemployed,3,Poor,0.141867229884188,256465.0,3.0,Lindseybury,TN,Micronesia,4.0,1,Low,114.048,45.727,256.465,0.1-0.2
30,21-30,Male,Master's,Married,82146.0,628.0,17399.0,Personal,Self-employed,6,Good,0.298126878078882,233137.0,4.0,Pamburgh,DC,Paraguay,,1,Medium,82.146,17.399,233.137,0.2-0.3
63,>50,Male,PhD,Widowed,,,35481.0,Personal,Self-employed,18,Fair,0.274461427267031,186946.0,,Danielstad,WI,Anguilla,,2,Low,,35.481,186.946,0.2-0.3
42,41-50,Female,Master's,Single,67930.0,608.0,30877.0,Business,Unemployed,4,Excellent,0.232307466020926,,2.0,South Zachary,MD,Lao People's Democratic Republic,2.0,0,Low,67.93,30.877,,0.2-0.3
51,>50,Male,PhD,Divorced,27758.0,615.0,37229.0,Personal,Self-employed,11,Excellent,0.466859607336411,,,Brownstad,PA,United Kingdom,0.0,0,Low,27.758,37.229,,0.4-0.5
35,31-40,Male,PhD,Single,,633.0,33661.0,Personal,Unemployed,15,Poor,0.243810045866751,,,Weberburgh,VT,Malta,4.0,0,Medium,,33.661,,0.2-0.3
48,41-50,Male,High School,Married,31036.0,653.0,,Business,Employed,18,Excellent,0.192236794078794,161068.0,,Adamstad,IN,Morocco,2.0,1,High,31.036,,161.068,0.1-0.2
54,>50,Male,Bachelor's,Divorced,56807.0,795.0,10082.0,Home,Employed,3,Excellent,0.158427727874641,98154.0,,Atkinsville,AZ,United States of America,2.0,1,Low,56.807,10.082,98.154,0.1-0.2
65,>50,Female,Master's,Married,,687.0,45726.0,Personal,Employed,11,Poor,0.298589240405249,32119.0,0.0,New Joshua,WY,Seychelles,0.0,1,Low,,45.726,32.119,0.2-0.3
41,41-50,Non-binary,PhD,Single,33416.0,,42551.0,Business,Self-employed,8,Poor,0.312377134121944,60932.0,2.0,Pennyside,NH,Bhutan,4.0,2,High,33.416,42.551,60.932,0.3-0.4
54,>50,Male,PhD,Divorced,50847.0,725.0,15390.0,Auto,Self-employed,16,Fair,0.456479968002253,,3.0,Lindsaymouth,IN,Gibraltar,2.0,1,Low,50.847,15.39,,0.4-0.5
29,21-30,Female,PhD,Widowed,,,44162.0,Auto,Self-employed,6,Excellent,0.397236738836386,107392.0,1.0,Morganmouth,SC,Saint Helena,3.0,2,High,,44.162,107.392,0.3-0.4
36,31-40,Male,PhD,Married,99973.0,701.0,12242.0,Auto,Self-employed,14,Good,0.513146259460762,177224.0,0.0,Mcknightside,WV,Saint Kitts and Nevis,0.0,2,Medium,99.973,12.242,177.224,
20,<20,Non-binary,Bachelor's,Married,30270.0,645.0,,Business,Self-employed,19,Good,0.1880981259764,,4.0,East Sarahstad,WY,Iraq,1.0,0,Medium,30.27,,,0.1-0.2
66,>50,Male,Bachelor's,Widowed,,,,Business,Unemployed,2,Good,0.112866379707329,165398.0,2.0,New Tanyaton,TN,Spain,0.0,1,Medium,,,165.398,0.1-0.2
46,41-50,Female,High School,Married,36786.0,652.0,30890.0,Personal,Self-employed,17,Poor,0.267555096414166,220829.0,4.0,Millershire,MT,Uzbekistan,2.0,0,Low,36.786,30.89,220.829,0.2-0.3
21,21-30,Male,Bachelor's,Single,92597.0,673.0,23701.0,Personal,Unemployed,18,Fair,0.10254839040727,30385.0,,Richardshire,SD,Philippines,4.0,2,Low,92.597,23.701,30.385,0.1-0.2
47,41-50,Male,Bachelor's,Single,118039.0,622.0,34797.0,Personal,Employed,5,Excellent,0.557932946233078,32326.0,4.0,East Michelletown,WI,Zimbabwe,3.0,2,Low,118.039,34.797,32.326,
67,>50,Female,Master's,Married,52261.0,614.0,44857.0,Auto,Employed,16,Excellent,0.173986808111669,239420.0,2.0,New Ashley,NJ,Brunei Darussalam,1.0,2,Medium,52.261,44.857,239.42,0.1-0.2
39,31-40,Non-binary,Bachelor's,Widowed,62407.0,,47001.0,Auto,Self-employed,12,Poor,0.112272271299214,126507.0,3.0,Rickyview,WY,Tokelau,0.0,0,Low,62.407,47.001,126.507,0.1-0.2
